"Provider ID","Provider Name","Provider Type","Provider Primary Inspection Category","Provider Street Address","Provider Address Line 2","Provider City","Provider Post Code","Provider Local Authority","Provider Region","Service / Population Group","Key Question","Latest Rating","Publication Date","Report Type","URL","Brand ID","Brand Name"
"RHQ","Sheffield Teaching Hospitals NHS Foundation Trust","NHS Healthcare Organisation","Acute hospital - NHS non-specialist","Northern General Hospital","Herries Road","Sheffield","S5 7AU","Sheffield","Yorkshire and The Humber","Community health inpatient services","Well-led","Good",2016-06-09,"CoreService","http://www.cqc.org.uk/provider/RHQ","-","-"
"RHQ","Sheffield Teaching Hospitals NHS Foundation Trust","NHS Healthcare Organisation","Acute hospital - NHS non-specialist","Northern General Hospital","Herries Road","Sheffield","S5 7AU","Sheffield","Yorkshire and The Humber","Community health inpatient services","Overall","Good",2016-06-09,"CoreService","http://www.cqc.org.uk/provider/RHQ","-","-"
"RHQ","Sheffield Teaching Hospitals NHS Foundation Trust","NHS Healthcare Organisation","Acute hospital - NHS non-specialist","Northern General Hospital","Herries Road","Sheffield","S5 7AU","Sheffield","Yorkshire and The Humber","Community health services for adults","Safe","Good",2016-06-09,"CoreService","http://www.cqc.org.uk/provider/RHQ","-","-"
"RHQ","Sheffield Teaching Hospitals NHS Foundation Trust","NHS Healthcare Organisation","Acute hospital - NHS non-specialist","Northern General Hospital","Herries Road","Sheffield","S5 7AU","Sheffield","Yorkshire and The Humber","Community health services for adults","Effective","Good",2016-06-09,"CoreService","http://www.cqc.org.uk/provider/RHQ","-","-"
"RHQ","Sheffield Teaching Hospitals NHS Foundation Trust","NHS Healthcare Organisation","Acute hospital - NHS non-specialist","Northern General Hospital","Herries Road","Sheffield","S5 7AU","Sheffield","Yorkshire and The Humber","Community health services for adults","Caring","Good",2016-06-09,"CoreService","http://www.cqc.org.uk/provider/RHQ","-","-"
"RHQ","Sheffield Teaching Hospitals NHS Foundation Trust","NHS Healthcare Organisation","Acute hospital - NHS non-specialist","Northern General Hospital","Herries Road","Sheffield","S5 7AU","Sheffield","Yorkshire and The Humber","Community health services for adults","Responsive","Outstanding",2016-06-09,"CoreService","http://www.cqc.org.uk/provider/RHQ","-","-"
"RHQ","Sheffield Teaching Hospitals NHS Foundation Trust","NHS Healthcare Organisation","Acute hospital - NHS non-specialist","Northern General Hospital","Herries Road","Sheffield","S5 7AU","Sheffield","Yorkshire and The Humber","Community health services for adults","Well-led","Outstanding",2016-06-09,"CoreService","http://www.cqc.org.uk/provider/RHQ","-","-"
"RHQ","Sheffield Teaching Hospitals NHS Foundation Trust","NHS Healthcare Organisation","Acute hospital - NHS non-specialist","Northern General Hospital","Herries Road","Sheffield","S5 7AU","Sheffield","Yorkshire and The Humber","Community health services for adults","Overall","Outstanding",2016-06-09,"CoreService","http://www.cqc.org.uk/provider/RHQ","-","-"
"RHQ","Sheffield Teaching Hospitals NHS Foundation Trust","NHS Healthcare Organisation","Acute hospital - NHS non-specialist","Northern General Hospital","Herries Road","Sheffield","S5 7AU","Sheffield","Yorkshire and The Humber","End of life care","Safe","Good",2016-06-09,"CoreService","http://www.cqc.org.uk/provider/RHQ","-","-"
"RHQ","Sheffield Teaching Hospitals NHS Foundation Trust","NHS Healthcare Organisation","Acute hospital - NHS non-specialist","Northern General Hospital","Herries Road","Sheffield","S5 7AU","Sheffield","Yorkshire and The Humber","End of life care","Effective","Good",2016-06-09,"CoreService","http://www.cqc.org.uk/provider/RHQ","-","-"
"RHQ","Sheffield Teaching Hospitals NHS Foundation Trust","NHS Healthcare Organisation","Acute hospital - NHS non-specialist","Northern General Hospital","Herries Road","Sheffield","S5 7AU","Sheffield","Yorkshire and The Humber","End of life care","Caring","Good",2016-06-09,"CoreService","http://www.cqc.org.uk/provider/RHQ","-","-"
"RHQ","Sheffield Teaching Hospitals NHS Foundation Trust","NHS Healthcare Organisation","Acute hospital - NHS non-specialist","Northern General Hospital","Herries Road","Sheffield","S5 7AU","Sheffield","Yorkshire and The Humber","End of life care","Responsive","Good",2016-06-09,"CoreService","http://www.cqc.org.uk/provider/RHQ","-","-"
"RHQ","Sheffield Teaching Hospitals NHS Foundation Trust","NHS Healthcare Organisation","Acute hospital - NHS non-specialist","Northern General Hospital","Herries Road","Sheffield","S5 7AU","Sheffield","Yorkshire and The Humber","End of life care","Well-led","Requires improvement",2016-06-09,"CoreService","http://www.cqc.org.uk/provider/RHQ","-","-"
"RHQ","Sheffield Teaching Hospitals NHS Foundation Trust","NHS Healthcare Organisation","Acute hospital - NHS non-specialist","Northern General Hospital","Herries Road","Sheffield","S5 7AU","Sheffield","Yorkshire and The Humber","End of life care","Overall","Good",2016-06-09,"CoreService","http://www.cqc.org.uk/provider/RHQ","-","-"
"RHQ","Sheffield Teaching Hospitals NHS Foundation Trust","NHS Healthcare Organisation","Acute hospital - NHS non-specialist","Northern General Hospital","Herries Road","Sheffield","S5 7AU","Sheffield","Yorkshire and The Humber","Overall","Safe","Good",2016-06-09,"Provider","http://www.cqc.org.uk/provider/RHQ","-","-"
"RHQ","Sheffield Teaching Hospitals NHS Foundation Trust","NHS Healthcare Organisation","Acute hospital - NHS non-specialist","Northern General Hospital","Herries Road","Sheffield","S5 7AU","Sheffield","Yorkshire and The Humber","Overall","Effective","Good",2016-06-09,"Provider","http://www.cqc.org.uk/provider/RHQ","-","-"
"RHQ","Sheffield Teaching Hospitals NHS Foundation Trust","NHS Healthcare Organisation","Acute hospital - NHS non-specialist","Northern General Hospital","Herries Road","Sheffield","S5 7AU","Sheffield","Yorkshire and The Humber","Overall","Caring","Good",2016-06-09,"Provider","http://www.cqc.org.uk/provider/RHQ","-","-"
"RHQ","Sheffield Teaching Hospitals NHS Foundation Trust","NHS Healthcare Organisation","Acute hospital - NHS non-specialist","Northern General Hospital","Herries Road","Sheffield","S5 7AU","Sheffield","Yorkshire and The Humber","Overall","Responsive","Good",2016-06-09,"Provider","http://www.cqc.org.uk/provider/RHQ","-","-"
"RHQ","Sheffield Teaching Hospitals NHS Foundation Trust","NHS Healthcare Organisation","Acute hospital - NHS non-specialist","Northern General Hospital","Herries Road","Sheffield","S5 7AU","Sheffield","Yorkshire and The Humber","Overall","Well-led","Good",2016-06-09,"Provider","http://www.cqc.org.uk/provider/RHQ","-","-"
"RHQ","Sheffield Teaching Hospitals NHS Foundation Trust","NHS Healthcare Organisation","Acute hospital - NHS non-specialist","Northern General Hospital","Herries Road","Sheffield","S5 7AU","Sheffield","Yorkshire and The Humber","Overall","Overall","Good",2016-06-09,"Provider","http://www.cqc.org.uk/provider/RHQ","-","-"
"RHU","Portsmouth Hospitals NHS Trust","NHS Healthcare Organisation","Acute hospital - NHS non-specialist","Trust Headquarters, F Level","Queen Alexandra Hospital","Portsmouth","PO6 3LY","Portsmouth","South East","Overall","Safe","Requires improvement",2017-08-24,"Provider","http://www.cqc.org.uk/provider/RHU","-","-"
"RHU","Portsmouth Hospitals NHS Trust","NHS Healthcare Organisation","Acute hospital - NHS non-specialist","Trust Headquarters, F Level","Queen Alexandra Hospital","Portsmouth","PO6 3LY","Portsmouth","South East","Overall","Effective","Good",2017-08-24,"Provider","http://www.cqc.org.uk/provider/RHU","-","-"
"RHU","Portsmouth Hospitals NHS Trust","NHS Healthcare Organisation","Acute hospital - NHS non-specialist","Trust Headquarters, F Level","Queen Alexandra Hospital","Portsmouth","PO6 3LY","Portsmouth","South East","Overall","Caring","Outstanding",2017-08-24,"Provider","http://www.cqc.org.uk/provider/RHU","-","-"
"RHU","Portsmouth Hospitals NHS Trust","NHS Healthcare Organisation","Acute hospital - NHS non-specialist","Trust Headquarters, F Level","Queen Alexandra Hospital","Portsmouth","PO6 3LY","Portsmouth","South East","Overall","Responsive","Requires improvement",2017-08-24,"Provider","http://www.cqc.org.uk/provider/RHU","-","-"
"RHU","Portsmouth Hospitals NHS Trust","NHS Healthcare Organisation","Acute hospital - NHS non-specialist","Trust Headquarters, F Level","Queen Alexandra Hospital","Portsmouth","PO6 3LY","Portsmouth","South East","Overall","Well-led","Requires improvement",2017-08-24,"Provider","http://www.cqc.org.uk/provider/RHU","-","-"
"RHU","Portsmouth Hospitals NHS Trust","NHS Healthcare Organisation","Acute hospital - NHS non-specialist","Trust Headquarters, F Level","Queen Alexandra Hospital","Portsmouth","PO6 3LY","Portsmouth","South East","Overall","Overall","Requires improvement",2017-08-24,"Provider","http://www.cqc.org.uk/provider/RHU","-","-"
"RHW","Royal Berkshire NHS Foundation Trust","NHS Healthcare Organisation","Acute hospital - NHS non-specialist","Royal Berkshire Hospital","London Road","Reading","RG1 5AN","Reading","South East","Overall","Safe","Good",2018-01-11,"Provider","http://www.cqc.org.uk/provider/RHW","-","-"
"RHW","Royal Berkshire NHS Foundation Trust","NHS Healthcare Organisation","Acute hospital - NHS non-specialist","Royal Berkshire Hospital","London Road","Reading","RG1 5AN","Reading","South East","Overall","Effective","Good",2018-01-11,"Provider","http://www.cqc.org.uk/provider/RHW","-","-"
"RHW","Royal Berkshire NHS Foundation Trust","NHS Healthcare Organisation","Acute hospital - NHS non-specialist","Royal Berkshire Hospital","London Road","Reading","RG1 5AN","Reading","South East","Overall","Caring","Outstanding",2018-01-11,"Provider","http://www.cqc.org.uk/provider/RHW","-","-"
"RHW","Royal Berkshire NHS Foundation Trust","NHS Healthcare Organisation","Acute hospital - NHS non-specialist","Royal Berkshire Hospital","London Road","Reading","RG1 5AN","Reading","South East","Overall","Responsive","Outstanding",2018-01-11,"Provider","http://www.cqc.org.uk/provider/RHW","-","-"
"RHW","Royal Berkshire NHS Foundation Trust","NHS Healthcare Organisation","Acute hospital - NHS non-specialist","Royal Berkshire Hospital","London Road","Reading","RG1 5AN","Reading","South East","Overall","Well-led","Good",2018-01-11,"Provider","http://www.cqc.org.uk/provider/RHW","-","-"
"RHW","Royal Berkshire NHS Foundation Trust","NHS Healthcare Organisation","Acute hospital - NHS non-specialist","Royal Berkshire Hospital","London Road","Reading","RG1 5AN","Reading","South East","Overall","Overall","Good",2018-01-11,"Provider","http://www.cqc.org.uk/provider/RHW","-","-"
"RJ1","Guy's and St Thomas' NHS Foundation Trust","NHS Healthcare Organisation","Acute hospital - NHS non-specialist","Trust Office, 4th Floor Gassiot House","St Thomas' Hospital, Westminster Bridge Road","London","SE1 7EH","Lambeth","London","Community health inpatient services","Safe","Good",2016-03-24,"CoreService","http://www.cqc.org.uk/provider/RJ1","-","-"
"RJ1","Guy's and St Thomas' NHS Foundation Trust","NHS Healthcare Organisation","Acute hospital - NHS non-specialist","Trust Office, 4th Floor Gassiot House","St Thomas' Hospital, Westminster Bridge Road","London","SE1 7EH","Lambeth","London","Community health inpatient services","Effective","Good",2016-03-24,"CoreService","http://www.cqc.org.uk/provider/RJ1","-","-"
"RJ1","Guy's and St Thomas' NHS Foundation Trust","NHS Healthcare Organisation","Acute hospital - NHS non-specialist","Trust Office, 4th Floor Gassiot House","St Thomas' Hospital, Westminster Bridge Road","London","SE1 7EH","Lambeth","London","Community health inpatient services","Caring","Good",2016-03-24,"CoreService","http://www.cqc.org.uk/provider/RJ1","-","-"
"RJ1","Guy's and St Thomas' NHS Foundation Trust","NHS Healthcare Organisation","Acute hospital - NHS non-specialist","Trust Office, 4th Floor Gassiot House","St Thomas' Hospital, Westminster Bridge Road","London","SE1 7EH","Lambeth","London","Community health inpatient services","Responsive","Good",2016-03-24,"CoreService","http://www.cqc.org.uk/provider/RJ1","-","-"
"RJ1","Guy's and St Thomas' NHS Foundation Trust","NHS Healthcare Organisation","Acute hospital - NHS non-specialist","Trust Office, 4th Floor Gassiot House","St Thomas' Hospital, Westminster Bridge Road","London","SE1 7EH","Lambeth","London","Community health inpatient services","Well-led","Good",2016-03-24,"CoreService","http://www.cqc.org.uk/provider/RJ1","-","-"
"RJ1","Guy's and St Thomas' NHS Foundation Trust","NHS Healthcare Organisation","Acute hospital - NHS non-specialist","Trust Office, 4th Floor Gassiot House","St Thomas' Hospital, Westminster Bridge Road","London","SE1 7EH","Lambeth","London","Community health inpatient services","Overall","Good",2016-03-24,"CoreService","http://www.cqc.org.uk/provider/RJ1","-","-"
"RJ1","Guy's and St Thomas' NHS Foundation Trust","NHS Healthcare Organisation","Acute hospital - NHS non-specialist","Trust Office, 4th Floor Gassiot House","St Thomas' Hospital, Westminster Bridge Road","London","SE1 7EH","Lambeth","London","Community health services for adults","Safe","Good",2016-03-24,"CoreService","http://www.cqc.org.uk/provider/RJ1","-","-"
"RJ1","Guy's and St Thomas' NHS Foundation Trust","NHS Healthcare Organisation","Acute hospital - NHS non-specialist","Trust Office, 4th Floor Gassiot House","St Thomas' Hospital, Westminster Bridge Road","London","SE1 7EH","Lambeth","London","Community health services for adults","Effective","Requires improvement",2016-03-24,"CoreService","http://www.cqc.org.uk/provider/RJ1","-","-"
"RJ1","Guy's and St Thomas' NHS Foundation Trust","NHS Healthcare Organisation","Acute hospital - NHS non-specialist","Trust Office, 4th Floor Gassiot House","St Thomas' Hospital, Westminster Bridge Road","London","SE1 7EH","Lambeth","London","Community health services for adults","Caring","Good",2016-03-24,"CoreService","http://www.cqc.org.uk/provider/RJ1","-","-"
